YEAR,MURDER,RAPE,BURGLARY,HURT,location,latitude,longitude
2005,44,65,66,89,"DARBHANGA, BIHAR",26.15627,85.89411
2005,158,22,145,532,"GAYA, BIHAR",24.85124,85.4713
2005,74,24,64,4,"GOPALGANJ, BIHAR",26.79477,84.50827
2005,7,0,0,0,"JAMALPUR RLY., BIHAR",25.35013,86.4844
2005,93,33,49,205,"JAMUI, BIHAR",25.16355,86.09713
2005,52,16,60,81,"JEHANABAD, BIHAR",25.22217,84.98561
2005,78,88,36,129,"KATIHAR, BIHAR",25.543382,87.569042
2005,11,2,4,0,"KATIHAR RLY., BIHAR",25.57002,87.55649
2005,48,14,20,120,"KHAGARIA, BIHAR",25.70013,85.88939
2005,17,61,36,102,"KISHANGANJ, BIHAR",26.101419,87.950779
2005,57,3,22,36,"LAKHISARAI, BIHAR",25.10886,85.78938
2005,52,15,24,119,"MADHEPURA, BIHAR",25.9193,86.7903
2005,69,42,99,867,"MADHUBANI, BIHAR",26.35696,86.07614
2005,111,24,108,1043,"MOTIHARI, BIHAR",26.65854,84.91605
2005,95,18,38,70,"MUNGER, BIHAR",25.377352,86.473104
2005,131,80,248,685,"MUZAFFARPUR, BIHAR",26.11604,85.35055
2005,26,1,9,13,"MUZAFFARPUR RLY., BIHAR",26.11604,85.35055
2005,150,25,68,661,"NALANDA, BIHAR",25.1965,85.50982
2005,43,6,18,0,"NAUGACHIA, BIHAR",25.25896,87.02431
2005,83,23,54,149,"NAWADAH, BIHAR",24.62953,85.91042
2005,436,57,521,392,"PATNA, BIHAR",25.22255,85.50275
2005,15,0,3,0,"PATNA RLY., BIHAR",25.22255,85.50275
2005,113,39,72,22,"PURNEA, BIHAR",25.778519,87.478401
2005,107,18,111,85,"ROHTAS, BIHAR",24.62442,83.9179
2005,17,11,46,102,"SAHARSA, BIHAR",25.87445,86.61204
2005,121,28,88,306,"SAMASTIPUR, BIHAR",25.8598,85.7866
2005,125,32,165,1198,"SARAN, BIHAR",25.92175,84.76795
2005,33,1,9,0,"SHEIKHPURA, BIHAR",25.1339,85.8554
2005,11,9,12,23,"SHEOHAR, BIHAR",26.46444,85.1722
2005,63,32,64,93,"SITAMARHI, BIHAR",26.33243,85.36077
2005,93,27,71,253,"SIWAN, BIHAR",26.23828,84.3581
2005,34,40,19,3,"SUPAUL, BIHAR",26.1131,86.5931
2005,69,13,94,306,"VAISHALI, BIHAR",25.93782,85.1459
2005,29,36,44,40,"BALRAMPUR, CHHATTISGARH",23.61169,83.60992
2005,94,77,530,368,"BILASPUR, CHHATTISGARH",23.16533,82.35541
2005,76,5,10,22,"BIZAPUR, CHHATTISGARH",21.26685,82.04127
2005,73,15,57,56,"DANTEWARA, CHHATTISGARH",21.26685,82.04127
2005,11,26,136,90,"DHAMTARI, CHHATTISGARH",20.7342,81.53572
2005,90,128,508,494,"DURG, CHHATTISGARH",21.18562,81.2802
2005,5,2,11,17,"GRP RAIPUR, CHHATTISGARH",30.548248,-92.086016
2005,63,74,177,170,"JAGDALPUR, CHHATTISGARH",19.087076,82.023572
2005,50,43,223,273,"JANJGIR, CHHATTISGARH",22.01147,82.5755
2005,63,68,78,145,"JASHPUR, CHHATTISGARH",22.8773,84.1372
2005,16,24,92,332,"KABIRDHAM, CHHATTISGARH",39.390897,-99.066067
2005,40,32,58,68,"KANKER, CHHATTISGARH",20.269275,81.493211
2005,35,27,136,419,"KORBA, CHHATTISGARH",22.18605,82.7209
2005,34,51,142,150,"KORIYA, CHHATTISGARH",23.1801,82.37453
2005,19,25,120,213,"MAHASAMUND, CHHATTISGARH",21.04237,81.97453
2005,13,1,8,19,"NARAYANPUR, CHHATTISGARH",20.39321,81.08025
2005,62,35,175,159,"RAIGARH, CHHATTISGARH",21.9841,83.12652
2005,92,125,619,373,"RAIPUR, CHHATTISGARH",21.237947,81.633683
2005,40,81,157,121,"RAJNANDGAON, CHHATTISGARH",21.03291,80.92674
2005,52,74,210,96,"SARGUJA, CHHATTISGARH",12.91634,79.13913
2005,56,41,130,109,"SURAJPUR, CHHATTISGARH",23.2243,82.8431
2005,22,11,172,89,"NORTH GOA, GOA",15.47378,73.87071
2005,23,9,93,66,"SOUTH GOA, GOA",32.5622,-111.70161
2005,76,35,825,1361,"AHMEDABAD COMMR., GUJARAT",,
2005,28,7,94,310,"AHMEDABAD RURAL, GUJARAT",23.021624,72.579707
2005,5,5,2,30,"AHWA-DANG, GUJARAT",22.99174,72.58156
2005,24,11,127,286,"AMRELI, GUJARAT",22.37381,73.044198
2005,20,7,119,333,"ANAND, GUJARAT",22.5632,72.96028
2005,35,8,139,335,"BHARUCH, GUJARAT",21.72358,72.99519
2005,66,14,398,93,"BHAVNAGAR, GUJARAT",23.02643,72.64431
2005,48,9,77,279,"DAHOD, GUJARAT",22.77369,73.62658
2005,20,9,124,237,"GANDHINAGAR, GUJARAT",23.223288,72.649227
2005,26,12,145,349,"HIMATNAGAR, GUJARAT",23.5584,72.7574
2005,41,14,152,366,"JAMNAGAR, GUJARAT",23.0969,70.7757
2005,33,13,225,487,"JUNAGADH, GUJARAT",21.517411,70.464276
2005,30,14,114,316,"KHEDA NORTH, GUJARAT",20.795759,70.704545
2005,35,9,233,424,"KUTCH, GUJARAT",24.07665,69.53948
2005,30,6,258,488,"MEHSANA, GUJARAT",23.61337,72.34188
2005,15,6,26,92,"NARMADA, GUJARAT",23.01255,72.51042
2005,14,6,52,83,"NAVSARI, GUJARAT",20.952407,72.932383
2005,40,11,192,980,"PALANPUR, GUJARAT",21.20922,72.78151
2005,50,12,135,204,"PANCHMAHAL, GUJARAT",50.063455,-110.651764
2005,24,6,84,305,"PATAN, GUJARAT",23.80587,72.13926
2005,10,1,48,128,"PORBANDAR, GUJARAT",21.89171,70.71941
2005,24,7,265,333,"RAJKOT COMMR., GUJARAT",37.208568,-121.849521
2005,35,18,185,443,"RAJKOT RURAL, GUJARAT",21.66449,69.79543
2005,86,23,429,637,"SURAT COMMR., GUJARAT",43.760801,-79.249577
2005,46,9,92,198,"SURAT RURAL, GUJARAT",22.138304,70.983469
2005,30,13,126,494,"SURENDRANAGAR, GUJARAT",22.73522,71.63791
2005,26,5,392,300,"VADODARA COMMR., GUJARAT",37.330009,-79.251918
2005,70,21,105,339,"VADODARA RURAL, GUJARAT",22.27444,73.22534
2005,34,11,153,241,"VALSAD, GUJARAT",20.57073,72.94118
2005,12,2,16,32,"W.RLY, GUJARAT",20.35572,72.93135
2005,24,19,179,254,"AMBALA, HARYANA",30.33711,76.83256
2005,47,18,190,262,"BHIWANI, HARYANA",28.80841,76.1102
2005,76,39,285,349,"FARIDABAD, HARYANA",28.402837,77.308563
2005,21,9,108,185,"FATEHABAD, HARYANA",29.510431,75.453528
2005,13,2,3,21,"GRP, HARYANA",-28.04103,-48.65421
2005,65,17,413,121,"GURGAON, HARYANA",28.464615,77.029919
2005,51,25,248,333,"HISSAR, HARYANA",28.9052,76.51804
2005,60,13,96,115,"JHAJJAR, HARYANA",28.606683,76.658076
2005,37,14,73,125,"JIND, HARYANA",29.314043,76.317949
2005,23,19,120,211,"KAITHAL, HARYANA",29.62069,76.45243
2005,46,50,215,776,"KARNAL, HARYANA",29.68596,76.95745
2005,25,24,220,180,"KURUKSHETRA, HARYANA",29.93554,76.92992
2005,12,15,71,120,"MAHENDRAGARH, HARYANA",28.58534,76.25632
2005,19,34,37,183,"MEWAT, HARYANA",28.4723,77.02421
2005,9,8,139,31,"PANCHKULA, HARYANA",30.67306,76.83847
2005,42,56,176,164,"PANIPAT, HARYANA",29.391275,76.977168
2005,33,13,117,160,"REWARI, HARYANA",28.195647,76.616518
2005,48,29,209,178,"ROHTAK, HARYANA",28.9786,77.0132
2005,31,15,186,330,"SIRSA, HARYANA",29.54165,75.04956
2005,73,28,178,287,"SONIPAT, HARYANA",29.003314,77.016732
2005,29,14,174,184,"YAMUNANAGAR, HARYANA",30.123135,77.286329
2005,13,8,34,58,"BILASPUR, HIMACHAL PRADESH",31.28217,76.78912
2005,9,12,110,58,"CHAMBA, HIMACHAL PRADESH",32.5566,76.1247
2005,0,0,2,0,"G.R.P., HIMACHAL PRADESH",17.68697,83.22075
2005,4,4,52,245,"HAMIRPUR, HIMACHAL PRADESH",31.6864,76.5214
2005,21,23,95,218,"KANGRA, HIMACHAL PRADESH",31.10165,77.14294
2005,3,4,36,14,"KINNAUR, HIMACHAL PRADESH",31.586346,78.396844
2005,10,19,82,52,"KULLU, HIMACHAL PRADESH",31.9128,77.1743
2005,0,0,0,3,"LAHAUL-SPITI, HIMACHAL PRADESH",17.68697,83.22075
2005,7,8,65,156,"MANDI, HIMACHAL PRADESH",31.70845,76.929378
2005,15,32,94,78,"SHIMLA, HIMACHAL PRADESH",31.104153,77.170973
2005,12,11,33,40,"SIRMAUR, HIMACHAL PRADESH",30.69987,77.438847
2005,6,15,42,345,"SOLAN, HIMACHAL PRADESH",30.907757,77.102365
2005,10,5,51,92,"UNA, HIMACHAL PRADESH",31.45167,76.31124
2005,37,9,146,19,"ANANTNAG, JAMMU & KASHMIR",33.72979,75.15033
2005,29,7,37,0,"AWANTIPORA, JAMMU & KASHMIR",33.81765,75.05898
2005,78,16,156,15,"BARAMULLA, JAMMU & KASHMIR",34.08793,74.51546
2005,7,5,21,8,"BORDER, JAMMU & KASHMIR",32.71767,74.87053
2005,27,6,82,5,"BUDGAM, JAMMU & KASHMIR",34.01466,74.7193
2005,2,0,0,0,"CRIME JAMMU, JAMMU & KASHMIR",32.71767,74.87053
2005,0,0,0,0,"CRIME SRINAGAR, JAMMU & KASHMIR",34.08401,74.83829
2005,66,7,43,36,"DODA, JAMMU & KASHMIR",33.01381,75.68393
2005,13,5,35,1,"GANDERBAL, JAMMU & KASHMIR",34.14528,74.80224
2005,17,10,32,6,"HANDWARA, JAMMU & KASHMIR",34.3993,74.2816
2005,22,20,180,32,"JAMMU, JAMMU & KASHMIR",32.71767,74.87053
2005,0,1,5,0,"KARGIL, JAMMU & KASHMIR",32.71767,74.87053
2005,12,12,44,23,"KATHUA, JAMMU & KASHMIR",32.381,75.5491
2005,39,12,51,7,"KULGAM, JAMMU & KASHMIR",33.6468,75.007
2005,22,11,55,1,"KUPWARA, JAMMU & KASHMIR",34.5246,74.2596
2005,1,5,11,0,"LEH, JAMMU & KASHMIR",32.71767,74.87053
2005,35,7,22,30,"POONCH, JAMMU & KASHMIR",32.75263,74.81375
2005,42,7,57,71,"PULWAMA, JAMMU & KASHMIR",33.95303,74.87105
2005,0,0,0,0,"RAILWAYS, JAMMU & KASHMIR",32.70731,74.87593
2005,51,21,46,39,"RAJOURI, JAMMU & KASHMIR",33.3979,74.26117
2005,50,6,25,8,"RAMBAN, JAMMU & KASHMIR",33.2395,75.2396
2005,33,1,27,3,"REASI, JAMMU & KASHMIR",33.04493,74.60604
2005,52,18,279,36,"SRINAGAR, JAMMU & KASHMIR",34.08401,74.83829
2005,12,15,43,15,"UDHAMPUR, JAMMU & KASHMIR",32.74883,75.14458
2005,49,36,186,0,"BOKARO, JHARKHAND",23.6524,86.13459
2005,115,53,16,68,"CHAIBASA, JHARKHAND",22.55063,85.81048
2005,27,11,16,0,"CHATRA, JHARKHAND",23.98235,85.35062
2005,51,46,119,199,"DEOGHAR, JHARKHAND",24.491271,86.698147
2005,97,32,179,481,"DHANBAD, JHARKHAND",23.67868,86.20914
2005,5,2,4,0,"DHANBAD RLY., JHARKHAND",23.67868,86.20914
2005,52,38,71,146,"DUMKA, JHARKHAND",24.04289,86.87989
2005,47,17,46,8,"GARHWA, JHARKHAND",24.04617,84.05857
2005,63,28,119,67,"GIRIDIH, JHARKHAND",24.20815,86.26556
2005,44,46,52,71,"GODDA, JHARKHAND",24.77659,87.47111
2005,140,45,32,1,"GUMLA, JHARKHAND",23.04506,84.5416
2005,104,57,155,45,"HAZARIBAGH, JHARKHAND",23.98903,85.36254
2005,87,37,152,223,"JAMSHEDPUR, JHARKHAND",22.801519,86.202958
2005,8,0,5,5,"JAMSHEDPUR RLY., JHARKHAND",22.801519,86.202958
2005,19,0,25,124,"JAMTARA, JHARKHAND",23.9905,86.81396
2005,26,12,17,39,"KODERMA, JHARKHAND",26.91391,75.75534
2005,34,12,16,0,"LATEHAR, JHARKHAND",23.7448,84.5076
2005,51,25,25,87,"LOHARDAGGA, JHARKHAND",26.91391,75.75534
2005,35,30,18,112,"PAKUR, JHARKHAND",24.282,87.26711
2005,69,27,91,541,"PALAMU, JHARKHAND",23.981377,84.227788
2005,239,102,239,681,"RANCHI, JHARKHAND",23.3345,85.40379
2005,47,44,17,49,"SAHEBGANJ, JHARKHAND",25.2412,87.6345
2005,49,33,6,89,"SARAIKELA, JHARKHAND",22.7021,85.9307
2005,65,20,4,42,"SIMDEGA, JHARKHAND",22.6127,84.5015
2005,43,4,97,324,"BAGALKOT, KARNATAKA",16.75497,75.72142
2005,242,38,1771,3474,"BANGALORE COMMR., KARNATAKA",35.087358,-89.862167
2005,171,16,378,1154,"BANGALORE RURAL, KARNATAKA",13.08795,77.37575
2005,116,13,234,816,"BELGAUM, KARNATAKA",15.857267,74.506934
2005,58,17,166,627,"BELLARY, KARNATAKA",13.166557,75.863406
2005,38,5,136,1056,"BIDAR, KARNATAKA",17.914259,77.524533
2005,49,18,149,678,"BIJAPUR, KARNATAKA",16.826925,75.720105
2005,24,7,81,503,"CHAMARAJNAGAR, KARNATAKA",43.828807,-84.340275
2005,35,16,154,809,"CHICKMAGALUR, KARNATAKA",16.54006,80.64006
2005,21,15,118,723,"CHITRADURGA, KARNATAKA",14.226644,76.400512
2005,35,14,213,611,"DAKSHIN KANNADA, KARNATAKA",12.3339,76.61837
2005,40,14,145,547,"DAVANAGERE, KARNATAKA",14.466127,75.920636
2005,15,0,133,195,"DHARWAD COMMR., KARNATAKA",41.293592,-86.332376
2005,22,4,36,136,"DHARWAD RURAL, KARNATAKA",15.45849,75.00747
2005,20,1,56,152,"GADAG, KARNATAKA",15.426365,75.630079
2005,115,16,191,1060,"GULBARGA, KARNATAKA",17.331,76.833423
2005,63,10,196,1128,"HASSAN, KARNATAKA",12.98865,76.07087
2005,25,4,67,255,"HAVERI, KARNATAKA",13.153911,77.033384
2005,8,5,50,240,"K.G.F., KARNATAKA",12.444943,75.975705
2005,34,10,118,484,"KODAGU, KARNATAKA",12.381173,75.667724
2005,73,20,125,592,"KOLAR, KARNATAKA",13.13709,78.133947
2005,29,8,79,230,"KOPPAL, KARNATAKA",15.348414,76.154742
2005,43,17,179,800,"MANDYA, KARNATAKA",12.521784,76.893739
2005,27,8,173,359,"MYSORE COMMR., KARNATAKA",41.293592,-86.332376
2005,43,14,154,760,"MYSORE RURAL, KARNATAKA",12.55306,77.40617
2005,41,8,89,569,"RAICHUR, KARNATAKA",16.202495,77.356854
2005,17,0,5,17,"RAILWAYS, KARNATAKA",12.99262,77.93656
2005,50,17,183,1071,"SHIMOGA, KARNATAKA",13.931172,75.569737
2005,64,14,306,888,"TUMKUR, KARNATAKA",13.340077,77.100621
2005,26,7,134,263,"UDUPI, KARNATAKA",13.341917,74.747323
2005,22,3,70,362,"UTTAR KANNADA, KARNATAKA",12.82226,75.225601
2005,23,22,226,1204,"ALAPUZHA, KERALA",29.593979,-95.541206
2005,10,1,10,1,"CBCID, KERALA",11.60271,79.49443
2005,15,7,214,521,"ERNAKULAM COMMR., KERALA",29.593979,-95.541206
2005,25,15,250,1141,"ERNAKULAM RURAL, KERALA",9.97746,76.29987
2005,26,28,150,1236,"IDUKKI, KERALA",10.03493,76.80717
2005,23,25,196,986,"KANNUR, KERALA",11.127134,75.8954
2005,10,25,138,613,"KASARGOD, KERALA",12.53505,74.99952
2005,40,47,346,2286,"KOLLAM, KERALA",8.887094,76.590684
2005,24,25,393,1650,"KOTTAYAM, KERALA",9.3593,76.69543
2005,11,13,183,420,"KOZHIKODE COMMR., KERALA",29.593979,-95.541206
2005,6,36,208,944,"KOZHIKODE RURAL, KERALA",11.25921,75.79157
2005,28,50,258,883,"MALAPPURAM, KERALA",11.287066,75.80093
2005,37,53,229,1030,"PALAKKAD, KERALA",10.61926,76.69627
2005,22,14,201,924,"PATHANAMTHITTA, KERALA",9.22408,76.69595
2005,0,0,3,19,"RAILWAYS, KERALA",9.17808,76.50831
2005,41,38,258,902,"THRISSUR, KERALA",10.52519,76.215983
2005,8,10,284,932,"TRIVANDRUM COMMR., KERALA",8.49104,76.9238
2005,30,36,423,1981,"TRIVANDRUM RURAL, KERALA",8.505749,76.957356
2005,9,33,140,629,"WAYANADU, KERALA",11.67729,75.77969
2005,25,31,94,161,"ANUPPUR, MADHYA PRADESH",23.11518,81.7005
2005,36,47,102,702,"ASHOK NAGAR, MADHYA PRADESH",24.63416,77.55456
2005,65,58,140,479,"BALAGHAT, MADHYA PRADESH",21.86206,80.27175
2005,43,41,121,289,"BARWANI, MADHYA PRADESH",22.05156,75.12243
2005,66,136,178,413,"BETUL, MADHYA PRADESH",21.86954,77.83146
2005,97,29,192,816,"BHIND, MADHYA PRADESH",26.3089,78.25996
2005,72,79,740,508,"BHOPAL, MADHYA PRADESH",23.260663,77.39406
2005,3,1,13,17,"BHOPAL RLY., MADHYA PRADESH",23.260663,77.39406
2005,11,14,55,135,"BURHANPUR, MADHYA PRADESH",21.35574,76.52156
2005,62,46,212,597,"CHHATARPUR, MADHYA PRADESH",24.90396,79.58608
2005,74,122,190,1205,"CHHINDWARA, MADHYA PRADESH",22.057824,78.93862
2005,40,43,116,1011,"DAMOH, MADHYA PRADESH",23.81099,79.42308
2005,37,30,96,472,"DATIYA, MADHYA PRADESH",26.16574,78.32567
2005,57,86,279,418,"DEWAS, MADHYA PRADESH",23.16073,75.79181
2005,86,134,278,722,"DHAR, MADHYA PRADESH",22.60429,75.27961
2005,18,32,38,23,"DINDORI, MADHYA PRADESH",22.93047,81.07184
2005,40,77,174,1115,"GUNA, MADHYA PRADESH",24.64798,77.3225
2005,99,61,926,1023,"GWALIOR, MADHYA PRADESH",26.16574,78.32567
2005,20,32,60,373,"HARDA, MADHYA PRADESH",22.33602,77.09053
2005,41,64,229,449,"HOSHANGABAD, MADHYA PRADESH",22.75011,77.7188
2005,104,102,966,1269,"INDORE, MADHYA PRADESH",22.68452,75.92529
2005,1,3,3,10,"INDORE RLY., MADHYA PRADESH",23.814342,77.534072
2005,77,92,404,4424,"JABALPUR, MADHYA PRADESH",23.160938,79.949717
2005,3,0,8,7,"JABALPUR RLY., MADHYA PRADESH",23.16087,79.93357
2005,129,37,82,386,"JHABUA, MADHYA PRADESH",22.91286,74.72882
2005,33,46,150,954,"KATNI, MADHYA PRADESH",23.84687,80.37937
2005,38,56,386,36,"KHANDWA, MADHYA PRADESH",22.677,75.87817
2005,40,61,232,428,"KHARGON, MADHYA PRADESH",21.9863,75.86772
2005,44,61,69,333,"MANDLA, MADHYA PRADESH",22.5337,80.3032
2005,38,31,178,352,"MANDSAUR, MADHYA PRADESH",24.04632,75.15386
2005,62,32,214,1376,"MORENA, MADHYA PRADESH",26.63145,78.28386
2005,34,65,76,1166,"NARSINGHPUR, MADHYA PRADESH",22.08492,78.97069
2005,13,27,148,372,"NEEMUCH, MADHYA PRADESH",24.46263,74.87891
2005,32,33,117,94,"PANNA, MADHYA PRADESH",24.51587,80.07885
2005,46,97,136,340,"RAISEN, MADHYA PRADESH",23.24999,77.46698
2005,26,75,154,406,"RAJGARH, MADHYA PRADESH",22.2781,74.77955
2005,47,74,148,268,"RATLAM, MADHYA PRADESH",23.331541,75.036658
2005,53,64,464,903,"REWA, MADHYA PRADESH",24.54379,81.30127
2005,76,110,445,2486,"SAGAR, MADHYA PRADESH",23.8477,78.7433
2005,78,75,396,970,"SATNA, MADHYA PRADESH",24.575131,80.832572
2005,23,57,107,372,"SEONI, MADHYA PRADESH",22.05176,79.47174
2005,44,43,240,262,"SHAHDOL, MADHYA PRADESH",23.300234,81.364771
2005,31,73,221,1177,"SHAJAPUR, MADHYA PRADESH",23.43728,76.27
2005,13,21,53,280,"SHEOPUR, MADHYA PRADESH",25.55117,76.64634
2005,73,58,142,405,"SHIVPURI, MADHYA PRADESH",25.423526,77.655142
2005,50,47,327,694,"SIDHI, MADHYA PRADESH",24.52874,81.30708
2005,42,73,143,297,"SIHORE, MADHYA PRADESH",23.814342,77.534072
2005,47,40,189,989,"TIKAMGARH, MADHYA PRADESH",24.78532,78.94971
2005,55,74,447,792,"UJJAIN, MADHYA PRADESH",23.174597,75.785142
2005,18,34,95,194,"UMARIYA, MADHYA PRADESH",23.54732,80.828
2005,43,97,219,833,"VIDISHA, MADHYA PRADESH",23.55304,77.82402
2005,92,56,392,768,"AHMEDNAGAR, MAHARASHTRA",18.58224,73.9845
2005,46,21,285,828,"AKOLA, MAHARASHTRA",20.68362,77.01389
2005,30,23,169,396,"AMRAVATI COMMR., MAHARASHTRA",21.14502,78.98121
2005,78,60,241,760,"AMRAVATI RURAL, MAHARASHTRA",20.92972,77.75813
2005,22,26,183,320,"AURANGABAD COMMR., MAHARASHTRA",19.873954,75.32778
2005,46,9,124,738,"AURANGABAD RURAL, MAHARASHTRA",19.873954,75.32778
2005,62,25,305,1085,"BEED, MAHARASHTRA",21.387981,75.109728
2005,27,15,175,340,"BHANDARA, MAHARASHTRA",21.19154,79.66253
2005,51,42,181,716,"BULDHANA, MAHARASHTRA",20.08368,76.45392
2005,61,41,323,578,"CHANDRAPUR, MAHARASHTRA",19.95982,79.29556
2005,47,15,110,380,"DHULE, MAHARASHTRA",20.898,74.7732
2005,60,22,97,279,"GADCHIROLI, MAHARASHTRA",20.18842,79.9995
2005,29,22,209,378,"GONDIA, MAHARASHTRA",21.455228,80.196273
2005,34,15,119,595,"HINGOLI, MAHARASHTRA",19.1962,77.34135
2005,74,52,217,698,"JALGAON, MAHARASHTRA",20.996845,75.56838
2005,37,20,153,533,"JALNA, MAHARASHTRA",19.840916,75.882487
2005,65,26,258,552,"KOLHAPUR, MAHARASHTRA",16.704979,74.236016
2005,49,24,220,962,"LATUR, MAHARASHTRA",18.398339,76.562087
2005,212,201,3175,3731,"MUMBAI, MAHARASHTRA",18.95238,72.832711
2005,5,2,5,36,"MUMBAI RLY., MAHARASHTRA",19.22153,72.86858
2005,106,52,1236,973,"NAGPUR COMMR., MAHARASHTRA",21.149804,79.080609
2005,9,1,3,26,"NAGPUR RLY., MAHARASHTRA",21.149804,79.080609
2005,67,51,283,677,"NAGPUR RURAL, MAHARASHTRA",21.149804,79.080609
2005,70,41,325,1359,"NANDED, MAHARASHTRA",19.1595,77.3109
2005,27,19,56,234,"NANDURBAR, MAHARASHTRA",20.875665,74.50269
2005,28,21,387,231,"NASIK COMMR., MAHARASHTRA",19.99025,73.72854
2005,105,50,317,771,"NASIK RURAL, MAHARASHTRA",19.28459,73.1966
2005,51,19,395,425,"NAVI MUMBAI, MAHARASHTRA",19.13797,73.05019
2005,41,22,207,649,"OSMANABAD, MAHARASHTRA",18.185364,76.042
2005,39,14,159,852,"PARBHANI, MAHARASHTRA",19.42951,76.48568
2005,106,79,1201,1258,"PUNE COMMR., MAHARASHTRA",18.1374,75.7301
2005,1,0,0,2,"PUNE RLY., MAHARASHTRA",18.46919,73.90409
2005,123,46,382,595,"PUNE RURAL, MAHARASHTRA",18.5415,73.82151
2005,41,25,164,324,"RAIGAD, MAHARASHTRA",32.171017,-106.710981
2005,21,27,167,191,"RATNAGIRI, MAHARASHTRA",16.99007,73.31905
2005,77,34,245,423,"SANGLI, MAHARASHTRA",17.436269,75.193229
2005,59,31,339,455,"SATARA, MAHARASHTRA",18.43978,73.85559
2005,15,4,119,142,"SINDHUDURG, MAHARASHTRA",16.69316,74.22598
2005,24,20,214,186,"SOLAPUR COMMR., MAHARASHTRA",17.671527,75.89755
2005,97,40,199,623,"SOLAPUR RURAL, MAHARASHTRA",17.671527,75.89755
2005,106,60,1127,1815,"THANE COMMR., MAHARASHTRA",19.194329,72.970178
2005,140,66,452,710,"THANE RURAL, MAHARASHTRA",19.33331,73.2839
2005,45,35,254,914,"WARDHA, MAHARASHTRA",20.7904,78.49876
2005,24,12,115,451,"WASHIM, MAHARASHTRA",20.14695,77.09186
2005,72,59,328,1058,"YAVATMAL, MAHARASHTRA",20.39298,78.1459
2005,30,3,5,38,"BISHNUPUR, MANIPUR",24.6281,93.7627
2005,20,0,2,5,"CHANDEL, MANIPUR",24.32738,93.99258
2005,49,0,4,4,"CHURACHANDPUR, MANIPUR",24.3466,93.7002
2005,38,4,6,62,"IMPHAL(EAST), MANIPUR",24.72959,93.96678
2005,49,10,38,107,"IMPHAL(WEST), MANIPUR",24.7465,93.8741
2005,10,0,1,3,"SENAPATI, MANIPUR",25.27206,94.02611
2005,7,1,0,3,"TAMENGLONG, MANIPUR",24.99671,93.48071
2005,46,7,5,73,"THOUBAL, MANIPUR",24.6485,93.9927
2005,7,0,1,0,"UKHRUL, MANIPUR",25.10246,94.35962
2005,10,4,11,15,"GARO HILLS EAST, MEGHALAYA",25.5,90.5
2005,5,0,1,2,"GARO HILLS SOUTH, MEGHALAYA",25.5,90.5
2005,11,3,18,40,"GARO HILLS WEST, MEGHALAYA",25.93625,90.40693
2005,43,10,15,24,"JAINTIA HILLS, MEGHALAYA",25.389881,92.405358
2005,40,25,89,22,"KHASI HILLS EAST, MEGHALAYA",26.10759,91.82195
2005,8,12,12,5,"KHASI HILLS WEST, MEGHALAYA",25.5,91.5
2005,17,9,2,27,"RI-BHOI, MEGHALAYA",25.891644,91.852693
2005,4,10,90,11,"AIZAWL, MIZORAM",23.741409,92.72093
2005,4,5,70,12,"CHAMPHAI, MIZORAM",23.47852,93.32593
2005,2,2,30,4,"KOLASIB, MIZORAM",24.224,92.6789
2005,3,2,60,11,"LAWNGTLAI, MIZORAM",22.53362,92.8965
2005,4,6,80,14,"LUNGLEI, MIZORAM",22.91189,92.75539
2005,4,6,22,5,"MAMIT, MIZORAM",23.92853,92.49048
2005,2,2,60,10,"SAIHA, MIZORAM",22.4893,92.9769
2005,1,4,30,10,"SERCHHIP, MIZORAM",23.3083,92.8564
2005,23,7,35,7,"DIMAPUR, NAGALAND",25.88247,93.77437
2005,0,0,2,0,"KIPHIRE, NAGALAND",25.88912,94.78519
2005,19,5,17,5,"KOHIMA, NAGALAND",25.70708,94.0908
2005,3,0,10,6,"MOKOKCHUNG, NAGALAND",25.70708,94.0908
2005,15,1,3,7,"MON, NAGALAND",26.73314,95.06151
2005,5,1,4,0,"PEREN, NAGALAND",25.54077,93.73837
2005,2,1,5,6,"PHEK, NAGALAND",25.6645,94.4696
2005,9,1,8,0,"TUENSANG, NAGALAND",26.23409,94.81154
2005,10,0,1,4,"WOKHA, NAGALAND",25.70708,94.0908
2005,1,1,8,0,"ZUNHEBOTO, NAGALAND",26.01533,94.52664
2005,41,28,94,60,"ANGUL, ODISHA",20.7115,84.90434
2005,27,43,151,268,"BALASORE, ODISHA",21.53282,86.84183
2005,33,21,80,19,"BARAGARH, ODISHA",21.38181,83.62458
2005,17,6,95,70,"BERHAMPUR, ODISHA",19.30442,84.77707
2005,17,37,61,14,"BHADRAK, ODISHA",21.063329,86.505373
2005,39,37,72,24,"BOLANGIR, ODISHA",20.64546,83.04622
2005,16,7,18,136,"BOUDH, ODISHA",20.84445,84.30723
2005,34,29,317,333,"CUTTACK, ODISHA",20.4686,85.8792
2005,15,16,25,208,"DEOGARH, ODISHA",21.530811,84.724582
2005,36,8,66,95,"DHENKANAL, ODISHA",21.17681,84.87129
2005,22,9,40,44,"GAJAPATI, ODISHA",20.29747,85.82522
2005,56,26,131,269,"GANJAM, ODISHA",19.388602,85.049464
2005,26,14,74,123,"JAGATSINGHPUR, ODISHA",20.04251,86.13796
2005,22,20,75,297,"JAJPUR, ODISHA",20.84732,86.39149
