,STATE/UT,DISTRICT,latitude,longitude
2465,MEGHALAYA,KHASI HILLS EAST,26.10759,91.82195
2466,MEGHALAYA,KHASI HILLS WEST,25.5,91.5
2467,MEGHALAYA,RI-BHOI,25.891644,91.852693
2468,MIZORAM,AIZAWL,23.741409,92.72093
2469,MIZORAM,CHAMPHAI,23.47852,93.32593
2470,MIZORAM,KOLASIB,24.224,92.6789
2471,MIZORAM,LAWNGTLAI,22.53362,92.8965
2472,MIZORAM,LUNGLEI,22.91189,92.75539
2473,MIZORAM,MAMIT,23.92853,92.49048
2474,MIZORAM,SAIHA,22.4893,92.9769
2475,MIZORAM,SERCHHIP,23.3083,92.8564
2476,NAGALAND,DIMAPUR,25.88247,93.77437
2477,NAGALAND,KIPHIRE,25.88912,94.78519
2478,NAGALAND,KOHIMA,25.70708,94.0908
2479,NAGALAND,MOKOKCHUNG,25.70708,94.0908
2480,NAGALAND,MON,26.73314,95.06151
2481,NAGALAND,PEREN,25.54077,93.73837
2482,NAGALAND,PHEK,25.6645,94.4696
2483,NAGALAND,TUENSANG,26.23409,94.81154
2484,NAGALAND,WOKHA,25.70708,94.0908
2485,NAGALAND,ZUNHEBOTO,26.01533,94.52664
2486,ODISHA,ANGUL,20.7115,84.90434
2487,ODISHA,BALASORE,21.53282,86.84183
2488,ODISHA,BARAGARH,21.38181,83.62458
2489,ODISHA,BERHAMPUR,19.30442,84.77707
2490,ODISHA,BHADRAK,21.063329,86.505373
2491,ODISHA,BOLANGIR,20.64546,83.04622
2492,ODISHA,BOUDH,20.84445,84.30723
2493,ODISHA,CUTTACK,20.4686,85.8792
2494,ODISHA,DEOGARH,21.530811,84.724582
2495,ODISHA,DHENKANAL,21.17681,84.87129
2496,ODISHA,GAJAPATI,20.29747,85.82522
2497,ODISHA,GANJAM,19.388602,85.049464
2498,ODISHA,JAGATSINGHPUR,20.04251,86.13796
2499,ODISHA,JAJPUR,20.84732,86.39149
2500,ODISHA,JHARSUGUDA,21.98095,84.20894
2501,ODISHA,KALAHANDI,19.2509,83.42049
2502,ODISHA,KANDHAMAL,20.128953,84.072102
2503,ODISHA,KENDRAPARA,20.50817,86.35213
2504,ODISHA,KEONJHAR,-37.0897,-56.83919
2505,ODISHA,KHURDA,20.51309,84.42992
2506,ODISHA,KORAPUT,18.8132,82.7126
2507,ODISHA,MALKANGIR,-37.0897,-56.83919
2508,ODISHA,MAYURBHANJ,21.923926,86.394368
2509,ODISHA,NAYAGARH,20.1269,85.1047
2510,ODISHA,NOWRANGPUR,-37.0897,-56.83919
2511,ODISHA,NUAPADA,20.80778,82.5341
2512,ODISHA,PURI,19.81296,85.80791
2513,ODISHA,RAYAGADA,19.1754,83.4109
2514,ODISHA,ROURKELA,22.230926,84.867871
2515,ODISHA,SAMBALPUR,21.44333,83.99611
2516,ODISHA,SONEPUR,20.845386,83.909083
2517,ODISHA,SRP(CUTTACK),20.46414,85.89874
2518,ODISHA,SRP(ROURKELA),22.23213,84.80313
2519,ODISHA,SUNDARGARH,22.1194,84.0381
2520,PUNJAB,AMRITSAR,31.634308,74.873679
2521,PUNJAB,BARNALA,30.34749,75.5227
2522,PUNJAB,BATALA,31.819303,75.199994
2523,PUNJAB,BHATINDA,30.35855,75.53152
2524,PUNJAB,FARIDKOT,30.68164,74.73457
2525,PUNJAB,FATEHGARH SAHIB,30.65213,76.39727
2526,PUNJAB,FEROZEPUR,30.87763,75.76408
2527,PUNJAB,G.R.P,31.35946,75.57996
2528,PUNJAB,GURDASPUR,32.26245,75.59077
2529,PUNJAB,HOSHIARPUR,31.532852,75.902549
2530,PUNJAB,JAGRAON,30.80417,75.475365
2531,PUNJAB,JALANDHAR,31.332623,75.576957
2532,PUNJAB,KAPURTHALA,31.43191,75.38749
2533,PUNJAB,KHANNA,30.700625,76.222076
2534,PUNJAB,LUDHIANA,30.909016,75.851601
2535,PUNJAB,MAJITHA,31.67187,74.89456
2536,PUNJAB,MANSA,29.97358,75.37205
2537,PUNJAB,MOGA,30.822341,75.173097
2538,PUNJAB,MUKTSAR,30.4692,74.5182
2539,PUNJAB,NAWAN SHAHR,31.10394,76.07714
2540,PUNJAB,PATIALA,30.33573,76.40686
2541,PUNJAB,ROPAR,30.92952,76.44646
2542,PUNJAB,SANGRUR,30.243201,75.835812
2543,PUNJAB,TARN TARAN,31.50037,74.95985
2544,RAJASTHAN,AJMER,26.4691,74.639
2545,RAJASTHAN,ALWAR,27.57218,76.61403
2546,RAJASTHAN,BANSWARA,23.550075,74.446294
2547,RAJASTHAN,BARAN,25.09819,76.516988
2548,RAJASTHAN,BARMER,25.74158,71.41026
2549,RAJASTHAN,BHARATPUR,27.215445,77.498696
2550,RAJASTHAN,BHILWARA,25.348,74.636
2551,RAJASTHAN,BIKANER,28.015929,73.317137
2552,RAJASTHAN,BUNDI,25.42473,75.65093
2553,RAJASTHAN,CHITTORGARH,25.32775,74.63261
2554,RAJASTHAN,CHURU,28.33209,75.08729
2555,RAJASTHAN,DAUSA,26.02314,76.35245
2556,RAJASTHAN,DHOLPUR,26.73729,77.86846
2557,RAJASTHAN,DUNGARPUR,23.8483,73.7215
2558,RAJASTHAN,G.R.P.,40.512359,-78.405292
2559,RAJASTHAN,GANGANAGAR,29.927056,73.876152
2560,RAJASTHAN,HANUMANGARH,29.63552,74.31309
2561,RAJASTHAN,JAIPUR,26.916129,75.820406
2562,RAJASTHAN,JAISALMER,27.17316,70.72269
2563,RAJASTHAN,JALORE,25.37321,72.73139
2564,RAJASTHAN,JHALAWAR,25.09181,75.86302
2565,RAJASTHAN,JHUNJHUNU,27.81115,75.51286
2566,RAJASTHAN,JODHPUR,26.29893,73.0334
2567,RAJASTHAN,KARAULI,26.4956,77.0275
2568,RAJASTHAN,KOTA,25.35512,74.65426
2569,RAJASTHAN,NAGAUR,26.34454,73.0627
2570,RAJASTHAN,PALI,26.19187,73.04313
2571,RAJASTHAN,RAJSAMAND,25.05727,73.88511
2572,RAJASTHAN,SAWAI MADHOPUR,26.0997,76.3634
2573,RAJASTHAN,SIKAR,27.62694,75.15247
2574,RAJASTHAN,SIROHI,27.22345,75.91849
2575,RAJASTHAN,TONK,26.161143,75.785835
2576,RAJASTHAN,UDAIPUR,24.59677,73.7852
2577,SIKKIM,EAST,27.34244,88.64121
2578,SIKKIM,NORTH,-36.98793,174.88748
2579,SIKKIM,SOUTH,-25.79363,28.11306
2580,SIKKIM,WEST,52.197448,21.013323
2581,TAMIL NADU,CHENGAI,12.98958,80.25274
2582,TAMIL NADU,CHENNAI,13.079691,80.282953
2583,TAMIL NADU,CHENNAI RLY.,12.98958,80.25274
2584,TAMIL NADU,COIMBATORE RURAL,11.001812,76.962843
2585,TAMIL NADU,COIMBATORE URBAN,11.001812,76.962843
2586,TAMIL NADU,CUDDALORE,11.77555,79.73803
2587,TAMIL NADU,DHARMAPURI,12.134799,78.158986
2588,TAMIL NADU,DINDIGUL,10.365545,77.969573
2589,TAMIL NADU,ERODE,10.510729,78.060022
2590,TAMIL NADU,KANCHIPURAM,12.835318,79.704983
2591,TAMIL NADU,KANYAKUMARI,12.95811,80.172653
2592,TAMIL NADU,KARUR,10.960405,78.077561
2593,TAMIL NADU,KRISHNAGIRI,12.56464,78.17775
2594,TAMIL NADU,MADURAI RURAL,12.86936,80.08376
2595,TAMIL NADU,MADURAI URBAN,9.92013,78.11088
2596,TAMIL NADU,NAGAPATTINAM,10.76638,79.84952
2597,TAMIL NADU,NAMAKKAL,11.219327,78.167725
2598,TAMIL NADU,NILGIRIS,12.804002,80.22355
2599,TAMIL NADU,PERAMBALUR,11.23668,78.87092
2600,TAMIL NADU,PUDUKOTTAI,10.42332,79.318266
2601,TAMIL NADU,RAMNATHAPURAM,41.726595,-74.387905
2602,TAMIL NADU,SALEM RURAL,11.12406,77.19405
2603,TAMIL NADU,SALEM URBAN,11.66134,78.13536
2604,TAMIL NADU,SIVAGANGAI,9.92736,78.15219
2605,TAMIL NADU,THANJAVUR,10.786069,79.138128
2606,TAMIL NADU,THENI,10.010814,77.48101
2607,TAMIL NADU,THIRUNELVELI RURAL,8.72879,77.70458
2608,TAMIL NADU,THIRUNELVELI URBAN,8.75195,77.69556
2609,TAMIL NADU,THIRUVALLUR,13.01825,80.246223
2610,TAMIL NADU,THIRUVANNAMALAI,12.234323,79.076199
2611,TAMIL NADU,THIRUVARUR,11.097142,77.349205
2612,TAMIL NADU,THOOTHUGUDI,8.91115,78.1716
2613,TAMIL NADU,TRICHY RLY.,11.00395,77.0457
2614,TAMIL NADU,TRICHY RURAL,11.02016,77.09775
2615,TAMIL NADU,TRICHY URBAN,11.00395,77.0457
2616,TAMIL NADU,VELLORE,12.91642,79.136194
2617,TAMIL NADU,VILLUPURAM,11.942589,79.495063
2618,TAMIL NADU,VIRUDHUNAGAR,9.51659,77.83727
2619,TRIPURA,DHALAI,24.009922,91.925217
2620,TRIPURA,NORTH,28.632655,80.693497
2621,TRIPURA,SOUTH,23.5,91.666667
2622,TRIPURA,WEST,23.916667,91.5
2623,UTTAR PRADESH,AGRA,27.175255,78.009816
2624,UTTAR PRADESH,ALIGARH,27.8791,78.0795
2625,UTTAR PRADESH,ALLAHABAD,25.43813,81.833801
2626,UTTAR PRADESH,AMBEDKAR NAGAR,28.63937,77.43214
2627,UTTAR PRADESH,AURAIYA,26.66069,79.17701
2628,UTTAR PRADESH,AZAMGARH,26.02472,83.17437
2629,UTTAR PRADESH,BADAUN,28.30985,79.41382
2630,UTTAR PRADESH,BAGHPAT,28.94508,77.22005
2631,UTTAR PRADESH,BAHRAICH,27.6863,80.88058
2632,UTTAR PRADESH,BALLIA,28.24539,79.36434
2633,UTTAR PRADESH,BALRAMPUR,27.429513,82.18546
2634,UTTAR PRADESH,BANDA,25.47748,80.3367
2635,UTTAR PRADESH,BARABANKI,26.90748,81.19932
2636,UTTAR PRADESH,BAREILLY,28.28396,79.80216
2637,UTTAR PRADESH,BASTI,26.81732,82.76349
2638,UTTAR PRADESH,BIJNOR,29.30706,78.17289
2639,UTTAR PRADESH,BULANDSHAHAR,28.64584,77.46599
2640,UTTAR PRADESH,CHANDOLI,16.0102,80.62146
2641,UTTAR PRADESH,CHITRAKOOT DHAM,25.87441,83.11321
2642,UTTAR PRADESH,DEORIA,26.72069,83.3921
2643,UTTAR PRADESH,ETAH,27.55358,78.65876
2644,UTTAR PRADESH,ETAWAH,27.0367,79.26709
2645,UTTAR PRADESH,FAIZABAD,26.81258,81.51219
2646,UTTAR PRADESH,FATEHGARH,26.43146,80.29282
2647,UTTAR PRADESH,FATEHPUR,25.9328,80.8091
2648,UTTAR PRADESH,FIROZABAD,27.152799,78.399144
2649,UTTAR PRADESH,G.R.P.,26.92356,80.56635
2650,UTTAR PRADESH,GAUTAMBUDH NAGAR,28.32349,77.5965
2651,UTTAR PRADESH,GHAZIABAD,28.671153,77.412036
2652,UTTAR PRADESH,GHAZIPUR,25.90345,80.80067
2653,UTTAR PRADESH,GONDA,27.20867,82.11712
2654,UTTAR PRADESH,GORAKHPUR,26.760022,83.366813
2655,UTTAR PRADESH,HAMIRPUR,26.39815,80.31347
2656,UTTAR PRADESH,HARDOI,27.56979,80.65578
2657,UTTAR PRADESH,HATHRAS,27.597589,78.054548
2658,UTTAR PRADESH,J.P.NAGAR,28.32349,77.5965
2659,UTTAR PRADESH,JALAUN,26.00225,79.16141
2660,UTTAR PRADESH,JAUNPUR,25.40012,82.89158
2661,UTTAR PRADESH,JHANSI,25.44873,78.57013
2662,UTTAR PRADESH,KANNAUJ,27.0564,79.9184
2663,UTTAR PRADESH,KANPUR DEHAT,26.37746,79.95277
2664,UTTAR PRADESH,KANPUR NAGAR,26.33969,80.29294
2665,UTTAR PRADESH,KAUSHAMBI,28.64181,77.31949
2666,UTTAR PRADESH,KHIRI,27.92487,80.79163
2667,UTTAR PRADESH,KUSHI NAGAR,27.94028,80.78547
2668,UTTAR PRADESH,LALITPUR,24.69737,78.43635
2669,UTTAR PRADESH,LUCKNOW,26.28265,81.20996
2670,UTTAR PRADESH,MAHARAJGANJ,26.25563,81.23401
2671,UTTAR PRADESH,MAHOBA,25.2954,79.86376
2672,UTTAR PRADESH,MAINPURI,28.709049,77.480881
2673,UTTAR PRADESH,MATHURA,27.49606,77.6547
2674,UTTAR PRADESH,MAU,25.97482,83.57464
2675,UTTAR PRADESH,MEERUT,28.97919,77.69819
2676,UTTAR PRADESH,MIRZAPUR,25.146135,82.568995
2677,UTTAR PRADESH,MORADABAD,28.833498,78.773286
2678,UTTAR PRADESH,MUZAFFARNAGAR,29.466237,77.69617
2679,UTTAR PRADESH,PILIBHIT,28.40745,79.44992
2680,UTTAR PRADESH,PRATAPGARH,25.89746,81.88225
2681,UTTAR PRADESH,RAIBAREILLY,26.92356,80.56635
2682,UTTAR PRADESH,RAMPUR,28.8014,79.028434
2683,UTTAR PRADESH,SAHARANPUR,28.82882,77.2682
2684,UTTAR PRADESH,SANT KABIRNAGAR,26.77651,80.9261
2685,UTTAR PRADESH,SHAHJAHANPUR,27.85906,79.88883
2686,UTTAR PRADESH,SHRAWASTI,26.92356,80.56635
2687,UTTAR PRADESH,SIDHARTHNAGAR,27.130334,80.859666
2688,UTTAR PRADESH,SITAPUR,27.561557,80.684008
2689,UTTAR PRADESH,SONBHADRA,24.394384,83.072477
2690,UTTAR PRADESH,ST.RAVIDASNAGAR,27.56261,78.66227
2691,UTTAR PRADESH,SULTANPUR,28.76507,77.45431
2692,UTTAR PRADESH,UNNAO,26.54784,80.48952
2693,UTTAR PRADESH,VARANASI,25.3877,82.98633
2694,UTTARAKHAND,ALMORA,29.65827,79.45298
2695,UTTARAKHAND,BAGESHWAR,29.87911,79.59928
2696,UTTARAKHAND,CHAMOLI,30.4036,79.3309
2697,UTTARAKHAND,CHAMPAWAT,28.90618,80.02799
2698,UTTARAKHAND,DEHRADUN,29.96231,77.56129
2699,UTTARAKHAND,HARIDWAR,29.933538,78.13722
2700,UTTARAKHAND,NAINITAL,29.392038,79.455536
2701,UTTARAKHAND,PAURI GARHWAL,30.13091,78.59973
2702,UTTARAKHAND,PITHORAGARH,29.58832,80.21989
2703,UTTARAKHAND,RUDRA PRAYAG,30.15236,78.76367
2704,UTTARAKHAND,TEHRI GARHWAL,30.31805,78.43576
2705,UTTARAKHAND,UDHAMSINGH NAGAR,29.77158,80.29496
2706,UTTARAKHAND,UTTARKASHI,30.40434,78.39765
2707,WEST BENGAL,24 PARGANAS NORTH,22.68405,88.38047
2708,WEST BENGAL,24 PARGANAS SOUTH,31.152064,-97.452242
2709,WEST BENGAL,ASANSOL,22.489071,88.39624
2710,WEST BENGAL,BANKURA,23.38809,86.83991
2711,WEST BENGAL,BIRBHUM,24.062774,87.690819
2712,WEST BENGAL,BURDWAN,23.241563,87.870474
2713,WEST BENGAL,COOCHBEHAR,26.29385,89.38473
2714,WEST BENGAL,DAKSHIN DINAJPUR,25.40009,88.55547
2715,WEST BENGAL,DARJEELING,26.83029,88.3291
2716,WEST BENGAL,HOOGHLY,22.91216,88.36368
2717,WEST BENGAL,HOWRAH,22.59938,88.31656
2718,WEST BENGAL,HOWRAH CITY,22.59938,88.31656
2719,WEST BENGAL,HOWRAH G.R.P.,22.59938,88.31656
2720,WEST BENGAL,JALPAIGURI,26.524299,88.720022
2721,WEST BENGAL,KHARAGPUR G.R.P.,22.996495,87.685588
2722,WEST BENGAL,KOLKATA,22.58287,88.37886
2723,WEST BENGAL,MALDA,25.03264,88.13772
2724,WEST BENGAL,MURSHIDABAD,24.17024,88.26813
2725,WEST BENGAL,NADIA,23.26207,88.41052
2726,WEST BENGAL,PASCHIM MIDNAPUR,22.996495,87.685588
2727,WEST BENGAL,PURAB MIDNAPUR,22.42063,87.30219
2728,WEST BENGAL,PURULIA,23.34149,86.37207
2729,WEST BENGAL,SEALDAH G.R.P.,45.964727,-60.14389
2730,WEST BENGAL,SILIGURI G.R.P.,45.964727,-60.14389
2731,WEST BENGAL,UTTAR DINAJPUR,39.390897,-99.066067
2732,A & N ISLANDS,ANDAMAN,25.80367,55.96998
2733,A & N ISLANDS,NICOBAR,25.80367,55.96998
2734,CHANDIGARH,CHANDIGARH,30.720451,76.76697
2735,D & N HAVELI,D and N HAVELI,18.46592,73.76498
2736,DAMAN & DIU,DAMAN,20.41092,72.86157
2737,DAMAN & DIU,DIU,20.72942,70.98819
2738,DELHI UT,CENTRAL,39.643477,-85.573547
2739,DELHI UT,EAST,37.8036,-109.133301
2740,DELHI UT,G.R.P.(RLY),40.512359,-78.405292
2741,DELHI UT,I.G.I. AIRPORT,32.41305,-91.49337
2742,DELHI UT,NEW DELHI,14.32351,120.95263
2743,DELHI UT,NORTH,33.77579,-93.686695
2744,DELHI UT,NORTH EAST,38.824533,-90.846882
2745,DELHI UT,NORTH WEST,39.254342,-94.756201
2746,DELHI UT,S.T.F.,28.55874,77.16095
2747,DELHI UT,SOUTH,42.874698,-89.933472
2748,DELHI UT,SOUTH WEST,31.714264,-91.065234
2749,DELHI UT,WEST,41.060299,-111.9981
2750,LAKSHADWEEP,LAKSHADWEEP,11.27695,74.04297
2751,PUDUCHERRY,PONDICHERRY,11.934057,79.830645
2752,ANDHRA PRADESH,ADILABAD,17.24083,78.48053
2753,ANDHRA PRADESH,ANANTAPUR,14.42524,77.71148
2754,ANDHRA PRADESH,CHITTOOR,13.20344,79.08154
2755,ANDHRA PRADESH,CUDDAPAH,14.67425,78.42032
2756,ANDHRA PRADESH,CYBERABAD,17.24083,78.48053
2757,ANDHRA PRADESH,EAST GODAVARI,16.95918,82.23544
2758,ANDHRA PRADESH,GUNTAKAL RLY.,15.16168,77.37832
2759,ANDHRA PRADESH,GUNTUR,16.29381,80.45467
2760,ANDHRA PRADESH,HYDERABAD CITY,17.24083,78.48053
2761,ANDHRA PRADESH,KARIMNAGAR,17.24083,78.48053
2762,ANDHRA PRADESH,KHAMMAM,17.24083,78.48053
2763,ANDHRA PRADESH,KRISHNA,16.96081,82.23694
2764,ANDHRA PRADESH,KURNOOL,15.830925,78.042537
2765,ANDHRA PRADESH,MAHABOOBNAGAR,29.484731,-98.411616
2766,ANDHRA PRADESH,MEDAK,17.24083,78.48053
2767,ANDHRA PRADESH,NALGONDA,17.24083,78.48053
2768,ANDHRA PRADESH,NELLORE,14.449372,79.987376
2769,ANDHRA PRADESH,NIZAMABAD,17.24083,78.48053
2770,ANDHRA PRADESH,PRAKASHAM,13.21797,79.10104
2771,ANDHRA PRADESH,RANGA REDDY,17.501381,78.508499
2772,ANDHRA PRADESH,SECUNDERABAD RLY.,17.24083,78.48053
2773,ANDHRA PRADESH,SRIKAKULAM,18.29494,83.893875
2774,ANDHRA PRADESH,VIJAYAWADA,16.50533,80.66121
2775,ANDHRA PRADESH,VIJAYAWADA RLY.,16.50533,80.66121
2776,ANDHRA PRADESH,VISAKHA RURAL,37.60229,-96.035319
2777,ANDHRA PRADESH,VISAKHAPATNAM,17.723128,83.301284
2778,ANDHRA PRADESH,VIZIANAGARAM,18.1152,83.3982
2779,ANDHRA PRADESH,WARANGAL,17.24083,78.48053
2780,ANDHRA PRADESH,WEST GODAVARI,16.42966,81.67985
2781,ARUNACHAL PRADESH,CHANGLANG,27.1351,95.73269
2782,ARUNACHAL PRADESH,DIBANG VALLEY,28.7,95.7
2783,ARUNACHAL PRADESH,K/KUMEY,27.59339,96.10737
2784,ARUNACHAL PRADESH,KAMENG EAST,27.296587,92.804626
2785,ARUNACHAL PRADESH,KAMENG WEST,27.296587,92.804626
2786,ARUNACHAL PRADESH,LOHIT,27.86853,96.02421
2787,ARUNACHAL PRADESH,PAPUM PARE,27.284315,93.61156
2788,ARUNACHAL PRADESH,SIANG EAST,28.00715,95.15934
2789,ARUNACHAL PRADESH,SIANG UPPER,28.720025,95.07183
2790,ARUNACHAL PRADESH,SIANG WEST,28.066207,95.328081
2791,ARUNACHAL PRADESH,SUBANSIRI LOWER,27.729984,94.327964
2792,ARUNACHAL PRADESH,SUBANSIRI UPPER,27.643989,94.240939
2793,ARUNACHAL PRADESH,TAWANG,27.57086,91.78889
2794,ARUNACHAL PRADESH,TIRAP,26.961625,95.432609
2795,ARUNACHAL PRADESH,UPPER DIBANG VALLEY,27.22084,93.17795
2796,ASSAM,BARPETA,26.18327,91.69619
2797,ASSAM,BASKA,31.20373,29.88525
2798,ASSAM,BONGAIGAON,26.41375,90.58664
2799,ASSAM,C.I.D.,-21.74108,-48.18897
2800,ASSAM,CACHAR,24.756991,92.881511
2801,ASSAM,CHIRANG,39.390897,-99.066067
2802,ASSAM,DARRANG,26.56356,92.067533
2803,ASSAM,DHEMAJI,27.4823,94.5684
2804,ASSAM,DHUBRI,26.0227,89.9784
2805,ASSAM,DIBRUGARH,27.47807,94.90115
2806,ASSAM,G.R.P.,44.516527,-64.548099
2807,ASSAM,GOALPARA,26.1641,90.625
2808,ASSAM,GOLAGHAT,26.5094,93.9621
2809,ASSAM,GUWAHATI CITY,26.16422,91.71563
2810,ASSAM,HAILAKANDI,24.67846,92.73034
2811,ASSAM,JORHAT,26.757793,94.207965
2812,ASSAM,KAMRUP,26.16422,91.71563
2813,ASSAM,KARBI ANGLONG,25.8602,92.589638
2814,ASSAM,KARIMGANJ,24.7592,92.50924
2815,ASSAM,KOKRAJHAR,26.39701,90.26366
2816,ASSAM,LAKHIMPUR,27.25207,94.0832
2817,ASSAM,MORIGAON,26.25337,92.3549
2818,ASSAM,N.C.HILLS,26.62007,92.78014
2819,ASSAM,NAGAON,26.3026,92.68086
2820,ASSAM,NALBARI,26.4458,91.4384
2821,ASSAM,R.P.O.,51.51535,-0.06834
2822,ASSAM,SIBSAGAR,26.9893,94.6397
2823,ASSAM,SONITPUR,26.765603,92.996861
2824,ASSAM,TINSUKIA,27.8143,95.64419
2825,ASSAM,UDALGURI,26.74331,92.09408
2826,BIHAR,ARARIA,26.11624,87.46921
2827,BIHAR,ARWAL,25.24374,84.663
2828,BIHAR,AURANGABAD,24.75486,84.37759
2829,BIHAR,BAGAHA,26.8063,84.50465
2830,BIHAR,BANKA,24.91797,86.89891
2831,BIHAR,BEGUSARAI,25.42721,86.13237
2832,BIHAR,BETTIAH,27.06268,84.36026
2833,BIHAR,BHABHUA,25.0397,83.6123
2834,BIHAR,BHAGALPUR,25.2499,86.982
2835,BIHAR,BHOJPUR,25.457898,84.555732
2836,BIHAR,BUXAR,25.55433,83.96799
2837,BIHAR,DARBHANGA,26.15627,85.89411
2838,BIHAR,GAYA,24.85124,85.4713
2839,BIHAR,GOPALGANJ,26.79477,84.50827
2840,BIHAR,JAMALPUR RLY.,25.35013,86.4844
2841,BIHAR,JAMUI,25.16355,86.09713
2842,BIHAR,JEHANABAD,25.22217,84.98561
2843,BIHAR,KATIHAR,25.543382,87.569042
2844,BIHAR,KATIHAR RLY.,25.57002,87.55649
2845,BIHAR,KHAGARIA,25.70013,85.88939
2846,BIHAR,KISHANGANJ,26.101419,87.950779
2847,BIHAR,LAKHISARAI,25.10886,85.78938
2848,BIHAR,MADHEPURA,25.9193,86.7903
2849,BIHAR,MADHUBANI,26.35696,86.07614
2850,BIHAR,MOTIHARI,26.65854,84.91605
2851,BIHAR,MUNGER,25.377352,86.473104
2852,BIHAR,MUZAFFARPUR,26.11604,85.35055
2853,BIHAR,MUZAFFARPUR RLY.,26.11604,85.35055
2854,BIHAR,NALANDA,25.1965,85.50982
2855,BIHAR,NAUGACHIA,25.25896,87.02431
2856,BIHAR,NAWADAH,24.62953,85.91042
2857,BIHAR,PATNA,25.22255,85.50275
2858,BIHAR,PATNA RLY.,25.22255,85.50275
2859,BIHAR,PURNEA,25.778519,87.478401
2860,BIHAR,ROHTAS,24.62442,83.9179
2861,BIHAR,SAHARSA,25.87445,86.61204
2862,BIHAR,SAMASTIPUR,25.8598,85.7866
2863,BIHAR,SARAN,25.92175,84.76795
2864,BIHAR,SHEIKHPURA,25.1339,85.8554
2865,BIHAR,SHEOHAR,26.46444,85.1722
2866,BIHAR,SITAMARHI,26.33243,85.36077
2867,BIHAR,SIWAN,26.23828,84.3581
2868,BIHAR,SUPAUL,26.1131,86.5931
2869,BIHAR,VAISHALI,25.93782,85.1459
2870,CHHATTISGARH,BALRAMPUR,23.61169,83.60992
2871,CHHATTISGARH,BILASPUR,23.16533,82.35541
2872,CHHATTISGARH,BIZAPUR,21.26685,82.04127
2873,CHHATTISGARH,DANTEWARA,21.26685,82.04127
2874,CHHATTISGARH,DHAMTARI,20.7342,81.53572
2875,CHHATTISGARH,DURG,21.18562,81.2802
2876,CHHATTISGARH,GRP RAIPUR,30.548248,-92.086016
2877,CHHATTISGARH,JAGDALPUR,19.087076,82.023572
2878,CHHATTISGARH,JANJGIR,22.01147,82.5755
2879,CHHATTISGARH,JASHPUR,22.8773,84.1372
2880,CHHATTISGARH,KABIRDHAM,39.390897,-99.066067
2881,CHHATTISGARH,KANKER,20.269275,81.493211
2882,CHHATTISGARH,KORBA,22.18605,82.7209
2883,CHHATTISGARH,KORIYA,23.1801,82.37453
2884,CHHATTISGARH,MAHASAMUND,21.04237,81.97453
2885,CHHATTISGARH,NARAYANPUR,20.39321,81.08025
2886,CHHATTISGARH,RAIGARH,21.9841,83.12652
2887,CHHATTISGARH,RAIPUR,21.237947,81.633683
2888,CHHATTISGARH,RAJNANDGAON,21.03291,80.92674
2889,CHHATTISGARH,SARGUJA,12.91634,79.13913
2890,CHHATTISGARH,SURAJPUR,23.2243,82.8431
2891,GOA,NORTH GOA,15.47378,73.87071
2892,GOA,SOUTH GOA,32.5622,-111.70161
2893,GUJARAT,AHMEDABAD COMMR.,,
2894,GUJARAT,AHMEDABAD RURAL,23.021624,72.579707
2895,GUJARAT,AHWA-DANG,22.99174,72.58156
2896,GUJARAT,AMRELI,22.37381,73.044198
2897,GUJARAT,ANAND,22.5632,72.96028
2898,GUJARAT,BHARUCH,21.72358,72.99519
2899,GUJARAT,BHAVNAGAR,23.02643,72.64431
2900,GUJARAT,DAHOD,22.77369,73.62658
2901,GUJARAT,GANDHINAGAR,23.223288,72.649227
2902,GUJARAT,HIMATNAGAR,23.5584,72.7574
2903,GUJARAT,JAMNAGAR,23.0969,70.7757
2904,GUJARAT,JUNAGADH,21.517411,70.464276
2905,GUJARAT,KHEDA NORTH,20.795759,70.704545
2906,GUJARAT,KUTCH,24.07665,69.53948
2907,GUJARAT,MEHSANA,23.61337,72.34188
2908,GUJARAT,NARMADA,23.01255,72.51042
2909,GUJARAT,NAVSARI,20.952407,72.932383
2910,GUJARAT,PALANPUR,21.20922,72.78151
2911,GUJARAT,PANCHMAHAL,50.063455,-110.651764
2912,GUJARAT,PATAN,23.80587,72.13926
2913,GUJARAT,PORBANDAR,21.89171,70.71941
2914,GUJARAT,RAJKOT COMMR.,37.208568,-121.849521
2915,GUJARAT,RAJKOT RURAL,21.66449,69.79543
2916,GUJARAT,SURAT COMMR.,43.760801,-79.249577
2917,GUJARAT,SURAT RURAL,22.138304,70.983469
2918,GUJARAT,SURENDRANAGAR,22.73522,71.63791
2919,GUJARAT,VADODARA COMMR.,37.330009,-79.251918
2920,GUJARAT,VADODARA RURAL,22.27444,73.22534
2921,GUJARAT,VALSAD,20.57073,72.94118
2922,GUJARAT,W.RLY,20.35572,72.93135
2923,HARYANA,AMBALA,30.33711,76.83256
2924,HARYANA,BHIWANI,28.80841,76.1102
2925,HARYANA,FARIDABAD,28.402837,77.308563
2926,HARYANA,FATEHABAD,29.510431,75.453528
2927,HARYANA,GRP,-28.04103,-48.65421
2928,HARYANA,GURGAON,28.464615,77.029919
2929,HARYANA,HISSAR,28.9052,76.51804
2930,HARYANA,JHAJJAR,28.606683,76.658076
2931,HARYANA,JIND,29.314043,76.317949
2932,HARYANA,KAITHAL,29.62069,76.45243
